Record ID,Date,Time,First Response Time (seconds),Call Handle Time (minutes),First Call Resolution (FCR) (Yes/No),Quality of Recent Support (Rating),Average Wait Time (seconds),Customer Satisfaction & Recommendations (Rating),Agent ID/Name,Customer Retention (Yes/No),Fully Burdened Cost per call,Revenue per Call ($),Customer ID,Customer Inquiry Topic,Product Discussed,Customer Revenue ($)
197,10/17/2023,8:00:57,114,50.76,No,2,283,5,Agent 10,Yes,111.91,397.44,Cust6680,Product Feedback,Printer,6029.45
198,10/19/2023,11:05:57,119,52.52,No,2,158,3,Agent 6,No,25.49,56.45,Cust7425,Warranty Claim,Router,5774.21
199,10/26/2023,14:45:57,71,45.91,Yes,1,293,2,Agent 30,No,44.11,465.85,Cust3997,Shipping Status,Camera,6718.7
200,11/15/2023,15:09:57,114,51.53,Yes,2,62,5,Agent 4,No,150.53,345.73,Cust3765,Product Setup,Charger,9896.79
201,11/15/2023,5:59:56,52,59.16,Yes,5,81,1,Agent 49,Yes,109.15,360.14,Cust1890,Billing Inquiry,Speaker,3700.18
202,11/16/2023,23:37:56,24,34.37,No,3,108,3,Agent 21,No,183.76,123.83,Cust6537,Data Security,Laptop,4840.86
203,11/17/2023,9:37:56,62,51.1,No,2,36,5,Agent 40,Yes,104.2,480.12,Cust9587,Product Setup,Smartwatch,3823.68
204,11/18/2023,20:56:57,59,10.53,Yes,5,235,4,Agent 50,Yes,54.38,86.18,Cust7254,Product Setup,Charger,9011.43
205,11/19/2023,20:44:57,83,54.26,Yes,1,31,4,Agent 21,Yes,107.01,433.78,Cust8486,Promotions & Offers,Smartphone,6578.29
206,11/20/2023,17:56:57,86,51.26,Yes,3,169,5,Agent 20,No,177.17,18.67,Cust4599,Product Setup,Headphones,7558.83
207,11/21/2023,13:10:57,51,3.1,Yes,3,102,2,Agent 36,No,30.7,424.66,Cust9702,Warranty Claim,Camera,9406.05
208,11/22/2023,8:00:57,114,50.76,No,2,283,5,Agent 10,Yes,111.91,397.44,Cust6680,Product Feedback,Printer,6029.45
209,11/23/2023,11:05:57,119,52.52,No,2,158,3,Agent 6,No,25.49,56.45,Cust7425,Warranty Claim,Router,5774.21
210,11/24/2023,14:45:57,71,45.91,Yes,1,293,2,Agent 30,No,44.11,465.85,Cust3997,Shipping Status,Camera,6718.7
211,11/25/2023,15:09:57,114,51.53,Yes,2,62,5,Agent 4,No,150.53,345.73,Cust3765,Product Setup,Charger,9896.79
